Word		Original_root		Predicted_root
में		में		में
अब		अब		अब
तक		तक		तक
औसत		औसत		आसत
से		से		से
१४		१४		११
फीसदी		फीसदी		फीसदी
कम		कम		कम
बारिश		बारिश		बारिश
दर्ज		दर्ज		दर्ज
की		कर		का
गई		जा		जा
है		है		है
।		।		।
पिछले		पिछला		पिछला
सप्ताह		सप्ताह		सप्ताह
कमी		कमी		कमी
का		का		का
आँकड़ा		आँकड़ा		आसकड़ा
१०		१०		१०
फीसदी		फीसदी		फीसदी
था		था		था
।		।		।
अतिरिक्त		अतिरिक्त		अतिरिक्त
संसाधन		संसाधन		संसाधन
जुटाने		जुटा		जुटा
की		का		का
आवश्यकता		आवश्यकता		आॉश्यकता
और		और		और
चार		चार		चार
करोड़		करोड		करोड
लाभार्थियों		लाभार्थी		लााार्थी
को		को		को
उनके		वह		वह
निवेश		निवेश		निवेश
का		का		का
बेहतर		बेहतर		बेहतर
रिटर्न		रिटर्न		रिटर्न
देने		दे		दे
के		के		का
लिए		लिए		लिए
कर्मचारी		कर्मचारी		कर्मचारी
भविष्य		भविष्य		भविष्य
निधि		निधि		निधि
संगठन		संगठन		संगठन
(		(		(
ईपीएफओ		ईपीएफओ		ईटीएफई
