Word		Original_feature		Predicted_feature
سے		psp		psp
ہے		v		v
۔		punc		punc
یہ		pn		pn
آج		n		n
بھی		avy		avy
کینسر		n		n
کی		psp		psp
طرح		n		n
پھیل		v		v
رہی		v		v
ہے		v		v
۔		punc		punc
ان		pn		pn
کی		psp		psp
معلومات		n		n
کے		psp		psp
مطابق		psp		psp
سری		n		n
لنکا		n		n
کرکٹ		n		n
مےں		psp		psp
1992		num		n
سے		psp		psp
میچ		n		n
فکسنگ		n		n
چل		v		v
رہی		v		v
ہے		v		v
۔		punc		punc
عالمی		adj		adj
رینکنگ		n		n
مےں		psp		psp
42		num		num
واں		avy		num
مقام		n		n
رکھنے		v		v
والی		psp		psp
ونسی		n		n
نے		psp		psp
بارسیلونا		n		n
مےں		psp		psp
اپنی		pn		pn
کامیابیوں		n		n
کا		psp		psp
سلسلہ		n		n
بھی		avy		avy
وسیع		adj		adj
کر		v		v
لیا		v		v
ہے		v		v
اور		avy		avy
وہ		pn		pn
یہاں		pn		pn
14		num		num
میچس		n		n
جیت		v		v
چکی		v		v
ہےں		v		v
جبکہ		avy		avy
انہیں		pn		pn
صرف		avy		avy
اےک		num		num
مےں		psp		psp
شکست		n		n
ہوئی		v		v
ہے		v		v
۔		punc		punc
فائنل		n		n
مےں		psp		psp
انہوں		pn		pn
نے		psp		psp
چیک		n		n
جمہوریہ		n		n
کی		psp		psp
لوسی		n		adj
راڈیکا		n		n
کو		psp		psp
4		num		num
-		punc		punc
6		num		num
,		punc		punc
6		num		num
-		punc		punc
2		num		num
,		punc		punc
NULL		unk		unk
6		num		num
-		punc		punc
2		num		num
سے		psp		psp
شکست		n		n
دے		v		v
کر		v		v
خطاب		n		n
جیت		v		v
لیا		v		v
۔		punc		punc
عالمی		adj		adj
رینکنگ		n		n
مےں		psp		psp
42		num		num
واں		avy		num
مقام		n		n
رکھنے		v		v
والی		psp		psp
ونسی		n		n
نے		psp		psp
بارسیلونا		n		n
مےں		psp		psp
اپنی		pn		pn
کامیابیوں		n		n
کا		psp		psp
سلسلہ		n		n
بھی		avy		avy
وسیع		adj		adj
کر		v		v
لیا		v		v
ہے		v		v
اور		avy		avy
وہ		pn		pn
یہاں		pn		pn
14		num		num
میچس		n		n
جیت		v		v
چکی		v		v
ہےں		v		v
جبکہ		avy		avy
انہیں		pn		pn
صرف		avy		avy
اےک		num		num
مےں		psp		psp
شکست		n		n
ہوئی		v		v
ہے		v		v
۔		punc		punc
گذشتہ		adj		adj
سال		n		n
وہ		pn		pn
خطاب		n		n
حاصل		n		n
نہیں		avy		avy
کر		v		v
سکیں		v		v
تاہم		avy		avy
اطالوی		adj		adj
کھلاڑی		n		n
فرانسیسکا		n		n
شیوون		n		n
نے		psp		psp
خطاب		n		n
جیتا		v		v
تھا		v		v
۔		punc		punc
ونسی		n		n
نے		psp		psp
اپنے		pn		pn
کیرئیر		n		n
کا		psp		psp
چوتھا		num		adj
خطاب		n		n
جیتنے		v		v
کے		psp		psp
بعد		nst		nst
اظہار		n		n
خیال		n		n
کرتے		v		v
ہوئے		v		v
کہا		v		v
کہ		avy		avy
بارسیلونا		n		adv
ان		pn		pn
کے		psp		psp
لئے		psp		psp
خوش_قسمت		adj		adj
رہا		v		v
ہے		v		v
اور		avy		avy
وہ		pn		pn
اسے		pn		pn
کافی		avy		adj
پسند		adj		adj
کرتی		v		v
ہےں		v		v
کیونکہ		avy		avy
وہ		pn		pn
یہاں		pn		pn
بہترین		adj		adj
ٹینس		n		n
کھیلتی		v		v
ہیں		v		v
۔		punc		punc
فائنل		n		n
مےں		psp		psp
حالانکہ		avy		avy
ونسی		n		n
کی		psp		psp
سرویس		n		n
کو		psp		psp
چھ		num		num
مرتبہ		n		n
بریک		v		adj
کیا		v		v
گیا		v		v
لیکن		avy		avy
انہوں		pn		pn
نے		psp		psp
بھی		avy		avy
جوابی		adj		adj
انداز		n		n
مےں		psp		psp
بہترین		adj		adj
مظاہرہ		n		n
کیا		v		v
اور		avy		avy
مخالف		adj		adj
کھلاڑی		n		n
کی		psp		psp
سرویس		n		n
کو		psp		psp
بریک		v		adj
کرتے		v		v
ہوئے		v		v
اپنی		pn		pn
سبقت		n		n
دوبارہ		adv		adv
حاصل		n		n
کی		v		v
۔		punc		punc
پہلے		num		num
سیٹ		n		n
مےں		psp		psp
انہیں		pn		pn
شکست		n		n
ہو		v		v
گئی		v		v
تھی		v		v
تاہم		avy		avy
دوسرے		num		adj
اور		avy		avy
تیسرے		num		num
سیٹ		n		n
مےں		psp		psp
انہوں		pn		pn
نے		psp		psp
حریف		adj		adj
کھلاڑی		n		n
کو		psp		psp
سنبھلنے		v		v
کا		psp		psp
موقع		n		n
دئے		v		v
بغیر		avy		avy
بہترین		adj		adj
مظاہرہ		n		n
کیا		v		v
اور		avy		avy
خطاب		n		n
جیت		v		v
لیا		v		v
۔		punc		punc
سابق		adj		adj
سری_لنکائی		adj		adj
کپتان		n		n
کمار		n		n
سنگاکارا		n		n
نے		psp		psp
آج		n		n
کہا		v		v
کہ		avy		avy
یہ		pn		pn
شرم		n		n
کی		psp		psp
بات		n		n
ہے		v		v
کہ		avy		avy
کوئی		pn		pn
بھی		avy		avy
ہندوستانی		adj		adj
عالمی		adj		adj
چمپئن		n		n
ٹیم		n		n
کی		psp		psp
کوچنگ		n		n
کا		psp		psp
اہل		adj		n
قرار		adj		adj
نہیں		avy		avy
دیا		v		v
گیا		v		v
ہے		v		v
۔		punc		punc
سنگاکارا		n		n
نے		psp		psp
کہا		v		v
کہ		avy		avy
حیرت		n		n
کی		psp		psp
بات		n		n
یہ		pn		pn
ہے		v		v
کہ		avy		avy
کئی		avy		avy
غیرمعمولی		adj		adj
کرکٹرس		n		n
کی		psp		psp
موجودگی		n		n
کے		psp		psp
باوجود		psp		psp
بی		n		n
سی		n		n
سی		n		n
آئی		n		n
نے		psp		psp
ان		pn		pn
مےں		psp		psp
سے		psp		psp
کسی		pn		pn
کو		psp		psp
ٹیم		n		n
کی		psp		psp
کوچنگ		n		n
کا		psp		psp
اہل		adj		n
نہیں		avy		avy
سمجھا		v		v
۔		punc		punc
انہوں		pn		pn
نے		psp		psp
کہا		v		v
کہ		avy		avy
یہاں		pn		pn
بےشمار		adj		adj
بہترین		adj		adj
کرکٹرس		n		n
ہےں		v		v
لیکن		avy		avy
شرم		n		n
کی		psp		psp
بات		n		n
ہے		v		v
کہ		avy		avy
بی		n		n
سی		n		n
سی		n		n
آئی		n		n
نے		psp		psp
کسی		pn		pn
کو		psp		psp
بھی		avy		avy
قومی		adj		adj
ٹیم		n		n
کی		psp		psp
کوچنگ		n		n
کا		psp		psp
اہل		adj		n
نہیں		avy		avy
سمجھا		v		v
ہے		v		v
۔		punc		punc
سنگاکارا		n		n
کے		psp		psp
خیال		n		n
مےں		psp		psp
کرکٹ		n		n
بورڈز		n		n
کے		psp		psp
لئے		psp		psp
یہ		pn		pn
اہمیت		n		n
کی		psp		psp
بات		n		n
ہے		v		v
کہ		avy		avy
وہ		pn		pn
گھریلو		adj		n
کوچس		n		n
کی		psp		psp
خدمات		n		n
حاصل		n		n
کریں		v		v
۔		punc		punc
انہوں		pn		pn
نے		psp		psp
کہا		v		v
کہ		avy		avy
ایسا		adv		pn
کرنا		v		v
بہت		avy		avy
ضروری		adj		adj
ہے		v		v
۔		punc		punc
جس		pn		pn
طرح		n		n
گھریلو		adj		adj
کھلاڑیوں		n		n
کی		psp		psp
صلاحیتوں		n		n
کو		psp		psp
فروغ		n		n
دیتے		v		v
ہوئے		v		v
ان		pn		pn
کی		psp		psp
خدمات		n		n
حاصل		n		n
کی		v		v
جاتی		v		v
ہےں		v		v
اسی		pn		pn
طرح		n		n
کوچس		n		n
کے		psp		psp
معاملہ		n		n
مےں		psp		psp
بھی		avy		avy
یہی		pn		pn
طریقہ_کار		n		n
اختیار		n		n
کیا		v		v
جانا		v		v
چاہئے		v		v
۔		punc		punc
انہوں		pn		pn
نے		psp		psp
تاہم		avy		avy
اعتراف		n		n
کیا		v		v
کہ		avy		avy
قابل		adj		adj
اور		avy		avy
اہل		adj		adj
کوچس		n		n
کی		psp		psp
خدمات		n		n
کا		psp		psp
حصول		n		n
کرکٹ		n		n
بورڈز		n		n
کے		psp		psp
لئے		psp		psp
بہت		avy		avy
مشکل		adj		adj
کام		n		n
ہے		v		v
۔		punc		punc
کوئی		pn		pn
قابل		adj		adj
کوچ		n		n
حاصل		n		n
کرنا		v		v
کرکٹ		n		n
بورڈز		n		n
کے		psp		psp
لئے		psp		psp
مشکل		adj		adj
ہوتا		v		v
ہے		v		v
اور		avy		avy
جہاں		pn		pn
تک		psp		psp
سری_لنکا		n		n
کا		psp		psp
خیال		n		n
ہے		v		v
NULL		unk		unk
ان		pn		pn
کے		psp		psp
خیال		n		n
مےں		psp		psp
تمام		avy		avy
ہی		avy		avy
کھلاڑی		n		n
چاہتے		v		v
ہےں		v		v
کہ		avy		avy
ان		pn		pn
کا		psp		psp
کوچ		n		n
سری		n		n
لنکا		n		n
سے		psp		psp
ہی		avy		avy
تعلق		n		n
رکھنے		v		v
والا		adj		psp
ہو		v		v
۔		punc		punc
یہ		pn		pn
کھلاڑیوں		n		n
کی		psp		psp
پسند		n		n
بھی		avy		avy
ہوتی		v		v
ہے		v		v
۔		punc		punc
انہوں		pn		pn
نے		psp		psp
کہا		v		v
کہ		avy		avy
سری_لنکا		n		n
مےں		psp		psp
چندیکا		n		n
ہتھورا		n		n
سنگھے		n		v
کی		psp		psp
خدمات		n		n
حاصل		n		n
کرنے		v		v
کا		psp		psp
موقع		n		n
تھا		v		v
لیکن		avy		avy
افسوس		n		n
کی		psp		psp
بات		n		n
ہے		v		v
کہ		avy		avy
وہ		pn		pn
آسٹریلیا		n		n
منتقل		adj		adj
ہو		v		v
گئے		v		v
ہیں		v		v
۔		punc		punc
چندیکا		n		n
ہتھورا		n		n
سنگھے		n		n
کو		psp		psp
سری_لنکائی		adj		adj
ٹیم		n		n
کا		psp		psp
عملا		adj		n
کوچ		n		n
ہی		avy		avy
سمجھا		v		v
جاتا		v		v
تھا		v		v
جنہوں		pn		pn
نے		psp		psp
تین		num		num
سال		n		n
تک		psp		psp
خدمات		n		n
انجام		n		n
دیں		v		v
تاہم		avy		avy
انہیں		pn		pn
ڈسیپلنری		adj		adj
بنیادوں		n		n
پر		psp		psp
برطرف		adj		adj
کر		v		v
دیا		v		v
گیا		v		v
تھا		v		v
NULL		unk		unk
جس		pn		pn
کے		psp		psp
بعد		nst		nst
وہ		pn		pn
آسٹریلیا		n		n
کو		psp		psp
نقل		n		n
مقام		n		n
کر		v		v
گئے		v		v
۔		punc		punc
الہ_آباد		n		n
ہائیکورٹ		n		n
نے		psp		psp
بابری		n		n
مسجد		n		n
کے		psp		psp
مقام		n		n
پر		psp		psp
جوں		adv		n
کا		avy		psp
توں		adv		n
کے		psp		psp
موقف		n		n
کو		psp		psp
31		num		num
اگست		n		n
تک		psp		psp
توسیع		n		n
دی		v		v
ہے		v		v
۔		punc		punc
لکھنؤ		n		n
بینچ		n		n
نے		psp		psp
اپنے		pn		pn
دفتر		n		n
کو		psp		psp
ہدایت		n		n
دی		v		v
ہے		v		v
کہ		avy		avy
وہ		pn		pn
گزشتہ		adj		adj
سال		n		n
30		n		n
ستمبر		n		n
کے		psp		psp
فیصلے		n		n
کے		psp		psp
اعلان		n		n
کو		psp		psp
قطعیت		n		n
دی		v		v
جبکہ		avy		avy
اس		pn		pn
کیس		n		n
کے		psp		psp
مختلف		adj		adj
فریقین		n		n
کی		psp		psp
جانب		nst		nst
سے		psp		psp
داخل_کردہ		adj		adj
اعتراضات		n		n
کو		psp		psp
خارج		adj		adj
کر		v		v
دیا		v		v
۔		punc		punc
بابری		n		n
مسجد		n		n
-		punc		punc
رام		n		n
جنم		n		n
بھومی		n		n
ملکیت		n		n
مقدمہ		n		n
مےں		psp		psp
شامل		adj		adj
فریقین		n		n
مےں		psp		psp
سے		psp		psp
اےک		num		num
ہندو		n		n
مہا		n		n
سبھا		n		n
کے		psp		psp
وکیل		n		n
ایچ		n		n
ایس		n		n
جین		n		n
کے		psp		psp
مطابق		psp		psp
خصوصی		adj		adj
مکمل		adj		adj
بینچ		n		n
جو		pn		pn
جسٹس		n		n
ایس		n		n
یو		n		n
خان		n		n
,		punc		punc
سدھیر		n		n
اگروال		n		n
اور		avy		avy
ویریندر		n		n
کمار		n		n
ڈکشٹ		n		n
پر		psp		psp
مشتمل		adj		adj
ہے		v		v
,		punc		punc
یہ		pn		pn
وضاحت		n		n
کرے		v		v
کہ		avy		avy
ستمبر		n		n
مےں		psp		psp
تین		num		num
رکنی		n		n
بینچ		n		n
نے		psp		psp
جو		pn		pn
علیحدہ		adj		adj
فیصلہ		n		n
سنائے		v		v
ہےں		v		v
,		punc		punc
ان		pn		pn
مےں		psp		psp
سے		psp		psp
اکثریتی		adj		adj
رائے		n		n
کو		psp		psp
شامل		adj		adj
کرتے		v		v
ہوئے		v		v
عدالتی		adj		adj
فرمان		n		n
کو		psp		psp
قطعیت		n		n
دی		v		v
جائے		v		v
۔		punc		punc
عدالت		n		n
نے		psp		psp
فیض_آباد		n		n
کمشنر		n		n
کو		psp		psp
اجازت		n		n
دی		v		v
کہ		avy		avy
وہ		pn		pn
عارضی		adj		adj
مندر		n		n
کے		psp		psp
سائبان		n		n
اور		avy		avy
رسیوں		n		n
کو		psp		psp
تبدیل		adj		n
کریں		v		v
۔		punc		punc
متحدہ		n		n
عرب		n		n
امارات		n		n
(		punc		punc
یو		n		n
اے		n		n
ای		n		n
)		punc		punc
کی		psp		psp
عدالت		n		n
مےں		psp		psp
17		num		num
ہندوستانی		adj		adj
شہریوں		n		n
کی		psp		psp
دائرکردہ		adj		adj
اپیل		n		n
پر		psp		psp
سماعت		n		n
19		n		n
مئی		n		n
تک		psp		psp
ملتوی		adj		adj
کر		v		v
دی		v		v
۔		punc		punc
پاکستانی		adj		adj
شخص		n		n
کے		psp		psp
قتل		n		n
پر		psp		psp
ان		pn		pn
تمام		n		avy
کو		psp		psp
سنائی		v		v
گئی		v		v
سزا		n		n
کے		psp		psp
خلاف		adj		adj
یہ		pn		pn
اپیل		n		n
دائر		n		n
کی		v		v
گئی		v		v
تھی		v		v
۔		punc		punc
عدالت		n		n
نے		psp		psp
مدعی		adj		adj
علیہان		n		n
اور		avy		avy
مقتول		n		n
کے		psp		psp
ورثا		n		n
کو		psp		psp
ہدایت		n		n
دی		v		v
کہ		avy		avy
وہ		pn		pn
آئندہ		adj		adj
سماعت		n		n
سے		psp		psp
قبل		nst		nst
خون_بہا		n		n
کا		psp		psp
تصفیہ		n		n
کر		v		v
لیں		v		v
۔		punc		punc
ہندوستانی		adj		adj
برادری		n		n
کے		psp		psp
وکلا		n		n
و		avy		avy
ارکان		n		n
نے		psp		psp
جو		pn		pn
اس		pn		pn
مقدمہ		n		n
سے		psp		psp
نمٹ		v		v
رہے		v		v
ہےں		v		v
,		punc		punc
آج		n		n
بتایا		v		v
کہ		avy		avy
عدالت		n		n
کی		psp		psp
دی		v		v
گئی		v		v
مہلت		n		n
کے		psp		psp
اندر		nst		nst
اس		pn		pn
معاملے		n		n
کی		psp		psp
یکسوئی		n		n
کر		v		v
لی		v		v
جائےگی		v		v
۔		punc		punc
گزشتہ		adj		adj
سال		n		n
18		n		num
مارچ		n		n
کو		psp		psp
شارجہ		n		n
کی		psp		psp
عدالت		n		n
نے		psp		psp
اپنا		pn		pn
فیصلہ		n		n
سناتے		v		v
ہوئے		v		v
17		num		num
ہندوستانی		adj		adj
شہریوں		n		n
کو		psp		psp
سزائے		n		n
موت		n		n
کا		psp		psp
حکم		n		n
دیا		v		v
تھا		v		v
۔		punc		punc
ان		pn		pn
سب		n		pn
پر		psp		psp
پاکستانی		adj		adj
شہری		n		n
مصری		n		n
خان		n		n
کو		psp		psp
جنوری		n		n
2009		n		n
۶		n		n
مےں		psp		psp
ہلاک		adj		adj
کرنے		v		v
کا		psp		psp
الزام		n		n
ہے		v		v
۔		punc		punc
اس		pn		pn
کے		psp		psp
بعد		nst		nst
مقدمہ		n		n
کی		psp		psp
اب		pn		pn
تک		psp		psp
12		num		num
سماعت		n		n
ہو		v		v
چکی		v		v
ہیں		v		v
۔		punc		punc
مہلوک		n		n
کے		psp		psp
ارکان		n		n
خاندان		n		n
نے		psp		psp
سمجھوتہ		n		n
سے		psp		psp
اتفاق		n		n
کیا		v		v
اور		avy		avy
کہا		v		v
کہ		avy		avy
اس		pn		pn
مسئلہ		n		n
کو		psp		psp
حل		n		n
کرنے		v		v
کی		psp		psp
ممکنہ		adj		adj
کوشش		n		n
کی		v		v
جائےگی		v		v
۔		punc		punc
مہلوک		n		n
کے		psp		psp
افراد		n		n
خاندان		n		n
کی		UNK		psp
جانب		nst		nst
سے		psp		psp
خون_بہا		n		n
کی		psp		psp
رقم		n		n
کے		psp		psp
تعین		n		n
کے		psp		psp
لئے		psp		psp
محمد		n		n
رمضان		n		n
کو		psp		psp
نامزد		adj		adj
کیا		v		v
گیا		v		v
ہے		v		v
۔		punc		punc
مرکزی		adj		adj
وزیر		n		n
اقلیتی		n		n
بہبود		n		n
سلمان		n		n
خورشید		n		n
نے		psp		psp
بہرحال		adv		adv
بےقصور		adj		adj
مسلمانوں		n		n
کے		psp		psp
لئے		psp		psp
اپنی		pn		pn
رائے		n		n
ظاہر		adj		adj
کرنے		v		v
کا		psp		psp
موقع		n		n
تلاش		n		n
کر		v		v
ہی		avy		avy
لیا		v		v
۔		punc		punc
عبدالرحمن		n		n
انتولے		n		n
نے		psp		psp
بھی		avy		avy
ہیمنت		n		n
کرکرے		n		v
کی		psp		psp
ہلاکت		n		n
کی		psp		psp
تحقیقات		n		n
کا		psp		psp
مطالبہ		n		n
کیا		v		v
تو		avy		avy
کانگریس		n		n
ہائی		n		n
کمان		n		n
نے		psp		psp
ان		pn		pn
کے		psp		psp
لب		n		pn
سی		v		n
دیئے		v		v
تھے		v		v
۔		punc		punc
ان		pn		pn
کے		psp		psp
علاوہ		psp		psp
کانگریس		n		n
پارٹی		n		n
کے		psp		psp
چند		avy		avy
دیگر		adj		adj
خودساختہ		adj		adj
مسلم		n		adj
وزرا		n		n
بھی		avy		avy
مسلمانوں		n		n
کے		psp		psp
حق		n		n
مےں		psp		psp
ہمدردی		n		n
ظاہر		adj		adj
کرنے		v		v
کے		psp		psp
لئے		psp		psp
کانگریس		n		n
ہائی		n		n
کمان		n		n
سے		psp		psp
اجازت		n		n
کا		psp		psp
انتظار		n		n
کر		v		v
رہے		v		v
ہےں		v		v
تاکہ		avy		avy
وہ		pn		pn
بھی		avy		avy
برسرعام		psp		adj
مسلمانوں		n		n
کے		psp		psp
مفاد		n		n
مےں		psp		psp
بیان		n		n
دے		v		v
سکیں		v		v
۔		punc		punc
انہیں		pn		pn
بھی		avy		avy
اجازت		n		n
مل		v		v
رہی		v		v
ہے		v		v
کہ		avy		avy
وہ		pn		pn
بےقصور		adj		adj
مسلم		n		adj
نوجوانوں		n		n
کے		psp		psp
حق		n		n
مےں		psp		psp
بیانات		n		n
جاری		adj		adj
کریں		v		v
۔		punc		punc
سلمان		n		n
خورشید		n		n
نے		psp		psp
کہا		v		v
کہ		avy		avy
مسلمانوں		n		n
کی		psp		psp
بہتری		n		n
کے		psp		psp
لئے		psp		psp
اپنی		pn		pn
رائے		n		n
ظاہر		adj		adj
کرنا		v		v
یا		avy		avy
آواز		n		n
اٹھانا		v		v
ہر		avy		adj
مسلم		n		adj
لیڈر		n		n
کا		psp		psp
فرض		n		n
ہے		v		v
۔		punc		punc
مالیگاؤں		n		n
دھماکے		n		n
مےں		psp		psp
زعفرانی		adj		adj
دہشت_گردوں		n		n
کے		psp		psp
ملوث		n		adj
ہونے		v		v
بعض		avy		adj
میڈیا		n		n
گروپس		n		n
کے		psp		psp
انکشاف		n		n
کے		psp		psp
بعد		nst		nst
مسلم		n		adj
قائدین		n		n
نے		psp		psp
کوئی		pn		pn
لب_کشائی		n		adj
نہیں		avy		avy
کی		v		v
تھی		v		v
,		punc		punc
کیونکہ		avy		avy
انہیں		pn		pn
ڈر		n		n
تھا		v		v
کہ		avy		avy
اگر		avy		avy
وہ		pn		pn
کچھ		pn		adj
کہیں		v		avy
تو		avy		avy
صدر		n		n
کانگریس		n		n
سونیا		n		n
گاندھی		n		n
سے		psp		psp
پھٹکار		n		adj
پڑ		v		v
سکتی		v		v
ہے		v		v
۔		punc		punc
عبدالرحمن		n		n
انتولے		n		n
نے		psp		psp
بھی		avy		avy
ہیمنت		n		n
کرکرے		n		v
کی		psp		psp
ہلاکت		n		n
کی		psp		psp
تحقیقات		n		n
کا		psp		psp
مطالبہ		n		n
کیا		v		v
تو		avy		avy
کانگریس		n		n
ہائی		n		n
کمان		n		n
نے		psp		psp
ان		pn		pn
کے		psp		psp
لب		n		pn
سی		v		n
دیئے		v		v
تھے		v		v
۔		punc		punc
دارالحکومت		n		n
دہلی		n		n
کے		psp		psp
شمال		n		n
مغربی		adj		adj
علاقہ		n		n
مےں		psp		psp
پلاسٹک		n		n
اشیا		n		n
کی		psp		psp
اےک		num		num
فیکٹری		n		n
مےں		psp		psp
اچانک		adv		adv
مہیب		adj		adj
آگ		n		n
لگنے		v		v
کے		psp		psp
اےک		num		num
واقعہ		n		n
مےں		psp		psp
کم		avy		adj
از		avy		avy
کم		avy		adj
دس		num		num
افراد		n		n
زندہ		n		adj
جل		v		v
گئے		v		v
جبکہ		avy		avy
شبہ		n		n
کیا		v		v
جا		v		v
رہا		v		v
ہے		v		v
کہ		avy		avy
مزید		adj		adj
افراد		n		n
اس		pn		pn
مےں		psp		psp
پھنسے		v		v
ہوئے		v		v
ہیں		v		v
۔		punc		punc
فائر		n		n
بریگیڈ		n		n
عہدیداروں		n		n
نے		psp		psp
بتایا		v		v
کہ		avy		avy
یہ		pn		pn
آگ		n		n
